,date,l_ipn,r_asn,f,category
2670,2006-07-13,0,6467,1,0
2671,2006-07-13,0,6713,5,0
2672,2006-07-13,0,6724,1,0
2673,2006-07-13,0,6728,1,0
2674,2006-07-13,0,6939,2,0
2675,2006-07-13,0,7015,1,0
2676,2006-07-13,0,7132,1,0
2677,2006-07-13,0,8002,1,0
2678,2006-07-13,0,8151,1,0
2679,2006-07-13,0,8509,1,0
2680,2006-07-13,0,8608,1,0
2681,2006-07-13,0,9145,1,0
2682,2006-07-13,0,9318,1,0
2683,2006-07-13,0,9498,1,0
2724,2006-07-13,1,6327,1,0
2725,2006-07-13,1,6461,12,1
2726,2006-07-13,1,6478,2,0
2727,2006-07-13,1,7015,12,1
2728,2006-07-13,1,7132,1,0
2729,2006-07-13,1,8075,3,0
2730,2006-07-13,1,8866,1,0
2731,2006-07-13,1,8972,2,0
2732,2006-07-13,1,9931,1,0
2752,2006-07-13,2,6478,7,1
2753,2006-07-13,2,7015,1,0
2754,2006-07-13,2,7018,95,1
2755,2006-07-13,2,7132,3,0
2756,2006-07-13,2,7377,74,1
2757,2006-07-13,2,7774,1,0
2758,2006-07-13,2,9506,74,1
2773,2006-07-13,3,7015,26,1
2774,2006-07-13,3,8151,2,0
2775,2006-07-13,3,8866,1,0
2776,2006-07-13,3,8972,2,0
2777,2006-07-13,3,9803,1,0
2784,2006-07-13,4,7015,2,0
2785,2006-07-13,4,7132,2,0
2798,2006-07-13,5,7015,11,1
2799,2006-07-13,5,7341,1,0
2800,2006-07-13,5,8070,2,0
2801,2006-07-13,5,8866,1,0
2802,2006-07-13,5,8972,1,0
2813,2006-07-13,6,7015,25,1
2814,2006-07-13,6,8151,2,0
2815,2006-07-13,6,8972,2,0
2816,2006-07-13,6,9394,4,0
2817,2006-07-13,6,9803,2,0
2831,2006-07-13,7,5432,3,0
2832,2006-07-13,7,6432,18,1
2833,2006-07-13,7,6453,2,0
2834,2006-07-13,7,6830,6,1
2835,2006-07-13,7,6871,3,0
2836,2006-07-13,7,7011,3,0
2837,2006-07-13,7,7018,1,0
2838,2006-07-13,7,8070,3,0
2839,2006-07-13,7,8362,1,0
2840,2006-07-13,7,9156,9,1
2841,2006-07-13,7,9471,6,1
2864,2006-07-13,8,6830,2,0
2865,2006-07-13,8,6871,2,0
2866,2006-07-13,8,7011,1,0
2867,2006-07-13,8,8070,2,0
2868,2006-07-13,8,9471,2,0
2873,2006-07-13,9,8070,1,0
2874,2006-07-13,9,8075,2,0
2887,2006-07-14,0,5615,1,0
2888,2006-07-14,0,5617,2,0
2889,2006-07-14,0,5713,1,0
2890,2006-07-14,0,6432,1,0
2891,2006-07-14,0,6713,1,0
2892,2006-07-14,0,6724,1,0
2893,2006-07-14,0,6939,1,0
2894,2006-07-14,0,7018,1,0
2895,2006-07-14,0,7470,1,0
2896,2006-07-14,0,7643,1,0
2897,2006-07-14,0,8167,2,0
2898,2006-07-14,0,8304,1,0
2899,2006-07-14,0,8359,1,0
2900,2006-07-14,0,9121,2,0
2901,2006-07-14,0,9141,1,0
2902,2006-07-14,0,9808,1,0
2939,2006-07-14,1,6461,9,1
2940,2006-07-14,1,7018,1,0
2941,2006-07-14,1,8151,1,0
2942,2006-07-14,1,8376,1,0
2943,2006-07-14,1,9298,2,0
2944,2006-07-14,1,9318,1,0
2945,2006-07-14,1,9803,1,0
2946,2006-07-14,1,9808,2,0
2968,2006-07-14,2,5550,4,0
2969,2006-07-14,2,7018,151,1
2970,2006-07-14,2,7132,3,0
2971,2006-07-14,2,7377,70,1
2972,2006-07-14,2,9506,234,1
2984,2006-07-14,3,5078,1,0
2985,2006-07-14,3,7018,1,0
2989,2006-07-14,4,7018,1,0
2990,2006-07-14,4,7132,2,0
3002,2006-07-14,5,7018,2,0
3003,2006-07-14,5,8075,2,0
3013,2006-07-14,6,5078,2,0
3014,2006-07-14,6,7018,1,0
3015,2006-07-14,6,9394,2,0
3027,2006-07-14,7,5550,13,1
3028,2006-07-14,7,5631,2,0
3029,2006-07-14,7,5691,2,0
3030,2006-07-14,7,6432,34,1
3031,2006-07-14,7,6517,100,1
3032,2006-07-14,7,6539,12,1
3033,2006-07-14,7,7015,1,0
3034,2006-07-14,7,8070,3,0
3035,2006-07-14,7,8560,2,0
3036,2006-07-14,7,9156,15,1
3067,2006-07-14,8,7015,1,0
3068,2006-07-14,8,8075,2,0
3071,2006-07-14,9,8070,3,0
3080,2006-07-15,0,5410,1,0
3081,2006-07-15,0,5603,1,0
3082,2006-07-15,0,5617,1,0
3083,2006-07-15,0,6327,1,0
3084,2006-07-15,0,6350,1,0
3085,2006-07-15,0,7132,2,0
3086,2006-07-15,0,7757,1,0
3087,2006-07-15,0,8434,1,0
3088,2006-07-15,0,9121,3,0
3141,2006-07-15,1,5078,2,0
3142,2006-07-15,1,6198,1,0
3143,2006-07-15,1,6461,3,0
3144,2006-07-15,1,6830,1,0
3145,2006-07-15,1,7016,1,0
3146,2006-07-15,1,7132,2,0
3147,2006-07-15,1,7757,1,0
3148,2006-07-15,1,8376,2,0
3149,2006-07-15,1,9269,1,0
3150,2006-07-15,1,9318,1,0
3151,2006-07-15,1,9457,1,0
3152,2006-07-15,1,9800,2,0
3153,2006-07-15,1,9929,3,0
3177,2006-07-15,2,7018,144,1
3178,2006-07-15,2,7132,3,0
3179,2006-07-15,2,7377,78,1
3180,2006-07-15,2,7774,1,0
3181,2006-07-15,2,9506,38,1
3198,2006-07-15,3,5078,2,0
3199,2006-07-15,3,9457,1,0
3200,2006-07-15,3,9800,2,0
3207,2006-07-15,4,7132,15,1
3222,2006-07-15,5,5078,2,0
3223,2006-07-15,5,8075,4,0
3224,2006-07-15,5,9457,1,0
3225,2006-07-15,5,9800,4,0
3241,2006-07-15,6,5078,1,0
3242,2006-07-15,6,9457,1,0
3243,2006-07-15,6,9800,2,0
3244,2006-07-15,6,9929,2,0
3254,2006-07-15,7,6517,1057,1
3255,2006-07-15,7,8070,2,0
3256,2006-07-15,7,8075,4,0
3261,2006-07-15,8,8070,2,0
3266,2006-07-15,9,8070,3,0
3267,2006-07-15,9,8075,2,0
3279,2006-07-16,0,5462,2,0
3280,2006-07-16,0,6140,33,1
3281,2006-07-16,0,7029,1,0
3282,2006-07-16,0,7132,5,0
3283,2006-07-16,0,7470,3,0
3284,2006-07-16,0,7738,2,0
3285,2006-07-16,0,8167,2,0
3286,2006-07-16,0,8560,558,1
3287,2006-07-16,0,8972,2,0
3288,2006-07-16,0,9121,1,0
3317,2006-07-16,1,5462,1,0
3318,2006-07-16,1,5617,1,0
3319,2006-07-16,1,6140,181,1
3320,2006-07-16,1,6198,1,0
3321,2006-07-16,1,6461,36,1
3322,2006-07-16,1,6848,1,0
3323,2006-07-16,1,7015,1,0
3324,2006-07-16,1,7132,1,0
3325,2006-07-16,1,8167,1,0
3326,2006-07-16,1,8376,4,0
3327,2006-07-16,1,8560,7,1
3328,2006-07-16,1,8972,1,0
3329,2006-07-16,1,9318,2,0
3330,2006-07-16,1,9808,1,0
3354,2006-07-16,2,7018,150,1
3355,2006-07-16,2,7132,3,0
3356,2006-07-16,2,7377,77,1
3357,2006-07-16,2,8167,1,0
3358,2006-07-16,2,8560,7,1
3359,2006-07-16,2,9506,21,1
3374,2006-07-16,3,6140,1,0
3375,2006-07-16,3,8167,2,0
3376,2006-07-16,3,8560,1,0
3377,2006-07-16,3,8972,2,0
3384,2006-07-16,4,7132,15,1
3385,2006-07-16,4,8167,1,0
3386,2006-07-16,4,8560,7,1
3387,2006-07-16,4,8972,1,0
3397,2006-07-16,5,6724,1,0
3398,2006-07-16,5,7132,1,0
3399,2006-07-16,5,8070,2,0
3400,2006-07-16,5,8560,2,0
3401,2006-07-16,5,8972,2,0
3412,2006-07-16,6,6140,1,0
3413,2006-07-16,6,8560,2,0
3414,2006-07-16,6,8972,2,0
3415,2006-07-16,6,9808,1,0
3416,2006-07-16,6,9929,1,0
3433,2006-07-16,7,5691,2,0
3434,2006-07-16,7,6432,3,0
3435,2006-07-16,7,6517,708,1
3436,2006-07-16,7,7132,6,1
3437,2006-07-16,7,8070,5,0
3438,2006-07-16,7,8560,2,0
3439,2006-07-16,7,8972,2,0
3440,2006-07-16,7,9156,9,1
3454,2006-07-16,8,7132,1,0
3455,2006-07-16,8,8075,4,0
3456,2006-07-16,8,8972,2,0
3458,2006-07-16,9,7132,2,0
3459,2006-07-16,9,8070,2,0
3460,2006-07-16,9,8075,2,0
3473,2006-07-17,0,5396,12,1
3474,2006-07-17,0,5462,1,0
3475,2006-07-17,0,5617,4,0
3476,2006-07-17,0,6386,1,0
3477,2006-07-17,0,6432,1,0
3478,2006-07-17,0,6724,1,0
3479,2006-07-17,0,6939,1,0
3480,2006-07-17,0,6993,2,0
3481,2006-07-17,0,8151,1,0
3482,2006-07-17,0,8584,1,0
3483,2006-07-17,0,8638,1,0
3484,2006-07-17,0,8708,1,0
3485,2006-07-17,0,9498,1,0
3486,2006-07-17,0,9617,1,0
3517,2006-07-17,1,5078,4,0
3518,2006-07-17,1,5396,3,0
3519,2006-07-17,1,5617,1,0
3520,2006-07-17,1,6461,24,1
3521,2006-07-17,1,6830,3,0
3522,2006-07-17,1,9381,2,0
3523,2006-07-17,1,9803,2,0
3550,2006-07-17,2,5396,43,1
3551,2006-07-17,2,5617,1,0
3552,2006-07-17,2,7018,155,1
3553,2006-07-17,2,7132,6,1
3554,2006-07-17,2,7377,75,1
3571,2006-07-17,3,5078,1,0
3572,2006-07-17,3,5396,2,0
3573,2006-07-17,3,5617,1,0
3574,2006-07-17,3,9929,1,0
3584,2006-07-17,4,5396,82,1
3585,2006-07-17,4,7132,2,0
3602,2006-07-17,5,5078,6,1
3603,2006-07-17,5,5396,1,0
3604,2006-07-17,5,5617,2,0
3605,2006-07-17,5,8070,2,0
3619,2006-07-17,6,5078,6,1
3620,2006-07-17,6,5396,1,0
3621,2006-07-17,6,9929,1,0
3632,2006-07-17,7,5078,2,0
3633,2006-07-17,7,6517,543,1
3634,2006-07-17,7,8070,1,0
3635,2006-07-17,7,8075,2,0
3646,2006-07-17,8,5078,1,0
3647,2006-07-17,8,8070,2,0
3648,2006-07-17,8,9370,1,0
3649,2006-07-17,8,9848,3428,1
3653,2006-07-17,9,8070,2,0
3665,2006-07-18,0,5384,1,0
3666,2006-07-18,0,5617,4,0
3667,2006-07-18,0,5645,1,0
3668,2006-07-18,0,5778,1,0
3669,2006-07-18,0,6147,1,0
3670,2006-07-18,0,6432,1,0
3671,2006-07-18,0,6724,1,0
3672,2006-07-18,0,6939,1,0
3673,2006-07-18,0,7029,1,0
3674,2006-07-18,0,7228,1,0
3675,2006-07-18,0,7314,4051,1
3676,2006-07-18,0,7643,1,0
3677,2006-07-18,0,7738,1,0
3678,2006-07-18,0,7992,1,0
3679,2006-07-18,0,8075,1,0
3680,2006-07-18,0,8341,1,0
3681,2006-07-18,0,9143,2,0
3682,2006-07-18,0,9318,2,0
3714,2006-07-18,1,5408,2,0
3715,2006-07-18,1,6461,28,1
3716,2006-07-18,1,7314,3,0
3717,2006-07-18,1,9394,1,0
3718,2006-07-18,1,9931,2,0
3742,2006-07-18,2,5650,62,1
3743,2006-07-18,2,7018,200,1
3744,2006-07-18,2,7132,3,0
3745,2006-07-18,2,7314,164,1
3746,2006-07-18,2,7377,94,1
3762,2006-07-18,3,5408,1,0
3763,2006-07-18,3,9394,1,0
3769,2006-07-18,4,7132,18,1
3770,2006-07-18,4,7314,3810,1
3787,2006-07-18,5,5408,2,0
3788,2006-07-18,5,6429,1,0
3789,2006-07-18,5,8070,2,0
3798,2006-07-18,6,5408,2,0
3815,2006-07-18,7,5408,2,0
3816,2006-07-18,7,6432,6,1
3817,2006-07-18,7,7046,36,1
3818,2006-07-18,7,8070,3,0
3819,2006-07-18,7,9156,6,1
3844,2006-07-18,8,5408,1,0
3845,2006-07-18,8,7314,15,1
3846,2006-07-18,8,8070,2,0
3847,2006-07-18,8,9457,1,0
3864,2006-07-18,9,6318,30,1
3865,2006-07-18,9,6432,23,1
3866,2006-07-18,9,6461,8,1
3867,2006-07-18,9,6971,53,1
3868,2006-07-18,9,7224,4,0
3869,2006-07-18,9,7859,16,1
3870,2006-07-18,9,8070,1,0
3871,2006-07-18,9,8075,2,0
3872,2006-07-18,9,8176,6,1
3873,2006-07-18,9,9729,14,1
3912,2006-07-19,0,5033,1,0
3913,2006-07-19,0,6385,1,0
3914,2006-07-19,0,6432,2,0
3915,2006-07-19,0,6461,1,0
3916,2006-07-19,0,6713,1,0
3917,2006-07-19,0,6724,1,0
3918,2006-07-19,0,6939,2,0
3919,2006-07-19,0,7015,1,0
3920,2006-07-19,0,7757,1,0
3921,2006-07-19,0,7853,1,0
3922,2006-07-19,0,8346,1,0
3923,2006-07-19,0,9371,1,0
3924,2006-07-19,0,9498,1,0
3925,2006-07-19,0,9908,1,0
3958,2006-07-19,1,6461,9,1
3959,2006-07-19,1,7015,1,0
3960,2006-07-19,1,7016,1,0
3961,2006-07-19,1,8376,2,0
3962,2006-07-19,1,9808,1,0
3963,2006-07-19,1,9829,2,0
3964,2006-07-19,1,9908,1,0
3965,2006-07-19,1,9919,1,0
3992,2006-07-19,2,5650,50,1
3993,2006-07-19,2,7018,160,1
3994,2006-07-19,2,7132,3,0
3995,2006-07-19,2,7377,76,1
4015,2006-07-19,3,5078,5,0
4016,2006-07-19,3,7132,1,0
4017,2006-07-19,3,9116,1,0
4018,2006-07-19,3,9808,1,0
4019,2006-07-19,3,9919,1,0
4026,2006-07-19,4,7132,1446,1
4040,2006-07-19,5,5078,2,0
4041,2006-07-19,5,7132,1,0
4042,2006-07-19,5,8070,4,0
4043,2006-07-19,5,9116,2,0
4044,2006-07-19,5,9919,1,0
4051,2006-07-19,6,5078,2,0
4052,2006-07-19,6,9116,2,0
4053,2006-07-19,6,9803,1,0
4054,2006-07-19,6,9808,1,0
4055,2006-07-19,6,9919,1,0
4066,2006-07-19,7,6432,8,1
4067,2006-07-19,7,7132,1,0
4068,2006-07-19,7,8002,1,0
4069,2006-07-19,7,8070,1,0
4070,2006-07-19,7,8075,2,0
4071,2006-07-19,7,9156,7,1
4072,2006-07-19,7,9443,5,0
4094,2006-07-19,8,7132,1,0
4095,2006-07-19,8,8075,2,0
4110,2006-07-19,9,5662,39,1
4111,2006-07-19,9,5779,168,1
4112,2006-07-19,9,6318,6,1
4113,2006-07-19,9,6334,3,0
4114,2006-07-19,9,6432,83,1
4115,2006-07-19,9,7091,45,1
4116,2006-07-19,9,7132,2,0
4117,2006-07-19,9,7224,6,1
4118,2006-07-19,9,7260,17,1
4119,2006-07-19,9,7349,167,1
4120,2006-07-19,9,7743,15,1
4121,2006-07-19,9,8002,1,0
4122,2006-07-19,9,8070,4,0
4123,2006-07-19,9,8075,2,0
4124,2006-07-19,9,8176,1,0
4125,2006-07-19,9,8182,6,1
4126,2006-07-19,9,9194,1,0
4190,2006-07-20,0,5089,1,0
4191,2006-07-20,0,5617,1,0
4192,2006-07-20,0,6432,2,0
4193,2006-07-20,0,6713,1,0
4194,2006-07-20,0,6724,1,0
4195,2006-07-20,0,8002,1,0
4196,2006-07-20,0,8176,1,0
4232,2006-07-20,1,6197,1,0
4233,2006-07-20,1,6327,1,0
4234,2006-07-20,1,6461,18,1
4235,2006-07-20,1,8376,2,0
4236,2006-07-20,1,9318,4,0
4237,2006-07-20,1,9800,2,0
4258,2006-07-20,2,5650,177,1
4259,2006-07-20,2,7018,175,1
4260,2006-07-20,2,7132,3,0
4261,2006-07-20,2,7377,80,1
4276,2006-07-20,3,9800,2,0
4281,2006-07-20,4,7132,6,1
4292,2006-07-20,5,7132,1,0
4293,2006-07-20,5,8070,2,0
4294,2006-07-20,5,9800,2,0
4295,2006-07-20,5,9803,2,0
4302,2006-07-20,6,9800,2,0
4313,2006-07-20,7,6140,6,1
4314,2006-07-20,7,6432,8,1
4315,2006-07-20,7,7132,1,0
4316,2006-07-20,7,7333,24,1
4317,2006-07-20,7,8001,6,1
4318,2006-07-20,7,8070,9,1
4319,2006-07-20,7,8075,22,1
4320,2006-07-20,7,8473,45,1
4321,2006-07-20,7,8560,3,0
4322,2006-07-20,7,9156,10,1
4344,2006-07-20,8,8070,2,0
4345,2006-07-20,8,8075,2,0
4346,2006-07-20,8,9457,1,0
4357,2006-07-20,9,6334,3,0
4358,2006-07-20,9,6432,4,0
4359,2006-07-20,9,6939,4,0
4360,2006-07-20,9,7132,2,0
4361,2006-07-20,9,8070,2,0
4362,2006-07-20,9,8643,32,1
4389,2006-07-21,0,5087,1,0
4390,2006-07-21,0,6432,1,0
4391,2006-07-21,0,6724,18,1
4392,2006-07-21,0,6939,1,0
4393,2006-07-21,0,6993,2,0
4394,2006-07-21,0,7132,2,0
4395,2006-07-21,0,7418,1,0
4396,2006-07-21,0,8014,1,0
4397,2006-07-21,0,8151,2,0
4398,2006-07-21,0,8167,1,0
4399,2006-07-21,0,8394,1,0
4400,2006-07-21,0,8560,1,0
4401,2006-07-21,0,8708,1,0
4402,2006-07-21,0,9145,1,0
4403,2006-07-21,0,9304,1,0
4404,2006-07-21,0,9394,1,0
4405,2006-07-21,0,9457,1,0
4406,2006-07-21,0,9943,1,0
4443,2006-07-21,1,6221,2,0
4444,2006-07-21,1,6400,1,0
4445,2006-07-21,1,6461,1,0
4446,2006-07-21,1,6478,3,0
4447,2006-07-21,1,6724,17,1
4448,2006-07-21,1,7132,2,0
4449,2006-07-21,1,7643,2,0
4450,2006-07-21,1,8151,1,0
4451,2006-07-21,1,8708,1,0
4452,2006-07-21,1,9318,1,0
4453,2006-07-21,1,9394,1,0
4454,2006-07-21,1,9498,1,0
4455,2006-07-21,1,9924,2,0
4456,2006-07-21,1,9929,1,0
4487,2006-07-21,2,5650,141,1
4488,2006-07-21,2,6724,17,1
4489,2006-07-21,2,7018,292,1
4490,2006-07-21,2,7132,4,0
4491,2006-07-21,2,7377,70,1
4492,2006-07-21,2,8151,1,0
4493,2006-07-21,2,8708,1,0
4494,2006-07-21,2,9394,1,0
4510,2006-07-21,3,6221,1,0
4511,2006-07-21,3,6724,3,0
4512,2006-07-21,3,7132,1,0
4513,2006-07-21,3,8151,1,0
4514,2006-07-21,3,8321,1,0
4515,2006-07-21,3,8708,2,0
4516,2006-07-21,3,9394,2,0
4523,2006-07-21,4,6724,17,1
4524,2006-07-21,4,7132,1,0
4525,2006-07-21,4,8151,1,0
4526,2006-07-21,4,8708,1,0
4527,2006-07-21,4,9394,1,0
4541,2006-07-21,5,6221,6,1
4542,2006-07-21,5,6478,1,0
4543,2006-07-21,5,6724,4,0
4544,2006-07-21,5,7132,1,0
4545,2006-07-21,5,8070,2,0
4546,2006-07-21,5,8151,1,0
4547,2006-07-21,5,8321,1,0
4548,2006-07-21,5,8708,1,0
4549,2006-07-21,5,9394,1,0
4556,2006-07-21,6,6221,6,1
4557,2006-07-21,6,6724,2,0
4558,2006-07-21,6,7132,1,0
4559,2006-07-21,6,8151,1,0
4560,2006-07-21,6,8321,4,0
4561,2006-07-21,6,9394,2,0
4570,2006-07-21,7,6221,6,1
4571,2006-07-21,7,8070,4,0
4572,2006-07-21,7,8151,1,0
4573,2006-07-21,7,8321,1,0
4578,2006-07-21,8,6221,1,0
4579,2006-07-21,8,8070,2,0
4580,2006-07-21,8,8151,1,0
4581,2006-07-21,8,8708,1,0
4582,2006-07-21,8,9308,169,1
4602,2006-07-21,9,5779,215,1
4603,2006-07-21,9,6307,8,1
4604,2006-07-21,9,6318,17,1
4605,2006-07-21,9,6432,26,1
4606,2006-07-21,9,6866,18,1
4607,2006-07-21,9,6939,2,0
4608,2006-07-21,9,7132,101,1
4609,2006-07-21,9,7260,4,0
4610,2006-07-21,9,7349,2,0
4611,2006-07-21,9,7393,12,1
4612,2006-07-21,9,7743,32,1
4613,2006-07-21,9,8002,4,0
4614,2006-07-21,9,8070,11,1
4615,2006-07-21,9,8075,2,0
4616,2006-07-21,9,9194,1,0
4695,2006-07-22,0,5462,1,0
4696,2006-07-22,0,6467,36,1
4697,2006-07-22,0,7018,1,0
4698,2006-07-22,0,7893,1,0
4699,2006-07-22,0,8167,1,0
4700,2006-07-22,0,9116,1,0
4739,2006-07-22,1,6316,1,0
4740,2006-07-22,1,6461,9,1
4741,2006-07-22,1,6467,36,1
4742,2006-07-22,1,6478,12,1
4743,2006-07-22,1,7132,1,0
4744,2006-07-22,1,7470,1,0
4745,2006-07-22,1,7738,1,0
4746,2006-07-22,1,8167,1,0
4747,2006-07-22,1,8342,15,1
4748,2006-07-22,1,8376,2,0
4749,2006-07-22,1,9318,2,0
4750,2006-07-22,1,9457,1,0
4751,2006-07-22,1,9498,1,0
4752,2006-07-22,1,9803,1,0
4753,2006-07-22,1,9908,1,0
4784,2006-07-22,2,5650,13,1
4785,2006-07-22,2,5661,3,0
4786,2006-07-22,2,6467,36,1
4787,2006-07-22,2,7018,288,1
4788,2006-07-22,2,7132,11,1
4789,2006-07-22,2,7377,82,1
4790,2006-07-22,2,8001,1,0
4815,2006-07-22,3,6467,1,0
4816,2006-07-22,3,6746,1,0
4817,2006-07-22,3,9457,1,0
4833,2006-07-22,4,6467,36,1
4834,2006-07-22,4,7132,4,0
4858,2006-07-22,5,6467,1,0
4859,2006-07-22,5,6746,1,0
4860,2006-07-22,5,8070,1,0
4861,2006-07-22,5,8075,1,0
4862,2006-07-22,5,9156,1,0
4863,2006-07-22,5,9457,1,0
4894,2006-07-22,6,6467,1,0
4895,2006-07-22,6,9457,1,0
4908,2006-07-22,7,8070,3,0
4909,2006-07-22,7,8972,2,0
4915,2006-07-22,8,5662,18,1
4916,2006-07-22,8,7018,12,1
4917,2006-07-22,8,7132,6,1
4918,2006-07-22,8,8070,16,1
4919,2006-07-22,8,8075,4,0
4920,2006-07-22,8,8972,2,0
4925,2006-07-22,9,7132,1,0
4926,2006-07-22,9,8070,2,0
4927,2006-07-22,9,8075,2,0
4934,2006-07-23,0,5410,1,0
4935,2006-07-23,0,6478,1,0
4936,2006-07-23,0,7132,14,1
4937,2006-07-23,0,8167,1,0
4938,2006-07-23,0,8560,1,0
4939,2006-07-23,0,9318,1,0
4978,2006-07-23,1,6461,9,1
4979,2006-07-23,1,6478,8,1
4980,2006-07-23,1,7018,1,0
4981,2006-07-23,1,7132,5,0
4982,2006-07-23,1,7545,2,0
4983,2006-07-23,1,8376,1,0
4984,2006-07-23,1,8560,1,0
4985,2006-07-23,1,8708,48,1
4986,2006-07-23,1,9318,6,1
4987,2006-07-23,1,9488,1,0
4988,2006-07-23,1,9808,1,0
5016,2006-07-23,2,5650,23,1
5017,2006-07-23,2,6478,3,0
5018,2006-07-23,2,7018,289,1
5019,2006-07-23,2,7132,3,0
5020,2006-07-23,2,7377,80,1
5021,2006-07-23,2,8560,1,0
5022,2006-07-23,2,9318,1,0
5043,2006-07-23,3,8560,1,0
5044,2006-07-23,3,9318,2,0
5045,2006-07-23,3,9808,1,0
5056,2006-07-23,4,7132,35,1
5057,2006-07-23,4,8560,1,0
5058,2006-07-23,4,9318,1,0
5079,2006-07-23,5,6432,27,1
5080,2006-07-23,5,7132,1,0
5081,2006-07-23,5,8001,2,0
5082,2006-07-23,5,8070,5,0
5083,2006-07-23,5,8075,5,0
5084,2006-07-23,5,8560,1,0
5085,2006-07-23,5,9156,10,1
5086,2006-07-23,5,9318,1,0
5134,2006-07-23,6,8560,1,0
5135,2006-07-23,6,9318,2,0
5136,2006-07-23,6,9808,1,0
5147,2006-07-23,7,7132,1,0
5148,2006-07-23,7,8070,1,0
5149,2006-07-23,7,8075,2,0
5171,2006-07-23,8,5662,27,1
5172,2006-07-23,8,6140,6,1
5173,2006-07-23,8,6364,5,0
5174,2006-07-23,8,6629,5,0
5175,2006-07-23,8,7018,28,1
5176,2006-07-23,8,7132,1,0
5177,2006-07-23,8,8001,6,1
5178,2006-07-23,8,8070,5,0
5179,2006-07-23,8,8075,14,1
5180,2006-07-23,8,8560,27,1
5181,2006-07-23,8,8689,2524,1
5212,2006-07-23,9,8070,3,0
5226,2006-07-24,0,5462,1,0
5227,2006-07-24,0,6198,1,0
5228,2006-07-24,0,6432,1,0
5229,2006-07-24,0,6724,1,0
5230,2006-07-24,0,6739,1,0
5231,2006-07-24,0,6746,3,0
5232,2006-07-24,0,6939,1,0
5233,2006-07-24,0,7132,2,0
5234,2006-07-24,0,8151,2,0
5235,2006-07-24,0,8376,1,0
5236,2006-07-24,0,8881,1,0
5237,2006-07-24,0,9318,1,0
5238,2006-07-24,0,9370,366,1
5239,2006-07-24,0,9498,1,0
5281,2006-07-24,1,5408,2,0
5282,2006-07-24,1,6461,18,1
5283,2006-07-24,1,6746,1,0
5284,2006-07-24,1,8342,11,1
5285,2006-07-24,1,8376,1,0
5286,2006-07-24,1,8708,3,0
5287,2006-07-24,1,8881,1,0
5288,2006-07-24,1,9121,1,0
5289,2006-07-24,1,9304,2,0
5290,2006-07-24,1,9370,366,1
5291,2006-07-24,1,9457,2,0
5292,2006-07-24,1,9808,1,0
5328,2006-07-24,2,5650,127,1
5329,2006-07-24,2,6366,1,0
5330,2006-07-24,2,6461,1,0
5331,2006-07-24,2,6478,10,1
5332,2006-07-24,2,7018,288,1
5333,2006-07-24,2,7132,3,0
5334,2006-07-24,2,7377,93,1
5335,2006-07-24,2,7847,8,1
5336,2006-07-24,2,8001,1,0
5337,2006-07-24,2,8881,1,0
5338,2006-07-24,2,9370,193,1
5364,2006-07-24,3,5408,1,0
5365,2006-07-24,3,6746,1,0
5366,2006-07-24,3,9370,2,0
5367,2006-07-24,3,9457,1,0
5368,2006-07-24,3,9808,1,0
5384,2006-07-24,4,9370,317,1
5406,2006-07-24,5,5408,2,0
5407,2006-07-24,5,6746,1,0
5408,2006-07-24,5,7132,3,0
5409,2006-07-24,5,8070,5,0
5410,2006-07-24,5,8075,6,1
5411,2006-07-24,5,9370,2,0
5412,2006-07-24,5,9457,2,0
5430,2006-07-24,6,5408,2,0
5431,2006-07-24,6,6746,1,0
5432,2006-07-24,6,9370,2,0
5433,2006-07-24,6,9457,2,0
5434,2006-07-24,6,9803,2,0
5435,2006-07-24,6,9808,1,0
5445,2006-07-24,7,5408,2,0
5446,2006-07-24,7,7132,2,0
5447,2006-07-24,7,8070,3,0
5448,2006-07-24,7,8075,2,0
5449,2006-07-24,7,9457,2,0
5459,2006-07-24,8,5408,1,0
5460,2006-07-24,8,5662,11,1
5461,2006-07-24,8,7018,56,1
5462,2006-07-24,8,7132,1,0
5463,2006-07-24,8,7324,1,0
5464,2006-07-24,8,8069,9,1
5465,2006-07-24,8,8075,7,1
5466,2006-07-24,8,9431,3,0
5467,2006-07-24,8,9457,1,0
5495,2006-07-24,9,5662,165,1
5496,2006-07-24,9,6432,90,1
5497,2006-07-24,9,6939,6,1
5498,2006-07-24,9,7091,1,0
5499,2006-07-24,9,7151,2,0
5500,2006-07-24,9,7224,10,1
5501,2006-07-24,9,7349,14,1
5502,2006-07-24,9,7743,27,1
5503,2006-07-24,9,8070,3,0
5504,2006-07-24,9,8075,5,0
5505,2006-07-24,9,8176,2,0
5506,2006-07-24,9,8182,5,0
5558,2006-07-25,0,6140,1,0
5559,2006-07-25,0,6400,1,0
5560,2006-07-25,0,6432,1,0
5561,2006-07-25,0,6461,1,0
5562,2006-07-25,0,6702,1,0
5563,2006-07-25,0,6724,1,0
5564,2006-07-25,0,6746,3,0
5565,2006-07-25,0,6855,1,0
5566,2006-07-25,0,6939,1,0
5567,2006-07-25,0,6993,2,0
5568,2006-07-25,0,7738,2,0
5569,2006-07-25,0,8404,1,0
5570,2006-07-25,0,8551,1,0
5571,2006-07-25,0,9121,4,0
5572,2006-07-25,0,9829,1,0
5619,2006-07-25,1,5713,5,0
5620,2006-07-25,1,6140,1,0
